Year_Année,Region_Région,Question,Response_Réponse,Group_Groupe,Subgroup_Sous_groupe,Percent_Pourcent,F95lcl,F95ucl,Data_quality_Qualité_des_données,Notes_Remarques,Language_Langue,ObjectId
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Baccalauréat,Niveau de scolarité le plus élevé atteint,45.7,35.7,56,E,"Utiliser les estimations avec précaution; réfère à l'intervalle de confiance afin d'évaluer la qualité",Français,164
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Bachelor's degree,Education level,45.7,35.7,56,E,Please use estimate with caution and refer to the confidence interval to assess its quality.,English,165
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,High school diploma or below,Education level,30.1,20.7,41.4,,,English,166
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,High school diploma or below,Education level,31.7,23.9,40.8,,,English,167
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,High school diploma or below,Education level,35,26.4,44.7,,,English,168
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,High school diploma or below,Education level,37.2,28.7,46.5,,,English,169
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,High school diploma or below,Education level,35.3,27.3,44.1,,,English,170
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,High school diploma or below,Education level,35,25.9,45.3,,,English,171
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,High school diploma or below,Education level,39.1,30,49,,,English,172
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,High school diploma or below,Education level,31.1,23.7,39.5,,,English,173
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,High school diploma or below,Education level,30.8,22.5,40.6,,,English,174
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,High school diploma or below,Education level,13.6,8,22.2,,,English,175
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Hommes+,Genre,54.3,46.6,61.7,,,Français,176
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Hommes+,Genre,13.8,9.2,20.3,,,Français,177
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Hommes+,Genre,25.9,20.7,31.8,,,Français,178
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Hommes+,Genre,40.6,34.4,47.1,,,Français,179
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Hommes+,Genre,36.4,30.3,43,,,Français,180
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Hommes+,Genre,31.9,24.9,39.8,,,Français,181
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Hommes+,Genre,38.8,31.9,46,,,Français,182
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Hommes+,Genre,37.7,31.2,44.7,,,Français,183
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Hommes+,Genre,22.9,17.3,29.6,,,Français,184
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Hommes+,Genre,36.5,30.2,43.4,,,Français,185
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Hommes+,Genre,29.5,23.4,36.5,,,Français,186
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Men+,Gender,54.3,46.6,61.7,,,English,187
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Men+,Gender,38.8,31.9,46,,,English,188
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Men+,Gender,29.5,23.4,36.5,,,English,189
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Men+,Gender,13.8,9.2,20.3,,,English,190
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Men+,Gender,36.5,30.2,43.4,,,English,191
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Men+,Gender,40.6,34.4,47.1,,,English,192
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Men+,Gender,22.9,17.3,29.6,,,English,193
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Men+,Gender,36.4,30.3,43,,,English,194
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Men+,Gender,31.7,24.7,39.7,,,English,195
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Men+,Gender,31.9,24.9,39.8,,,English,196
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Men+,Gender,37.7,31.2,44.7,,,English,197
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Racisé,Identité raciale,35.8,27.4,45.1,,,Français,198
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Racisé,Identité raciale,35.7,25.8,46.9,,,Français,199
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Racisé,Identité raciale,28.7,20.5,38.6,,,Français,200
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Racisé,Identité raciale,24,16.6,33.3,,,Français,201
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Racisé,Identité raciale,38.4,29.4,48.2,,,Français,202
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Racisé,Identité raciale,47.3,37.5,57.4,,,Français,203
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Racisé,Identité raciale,34.3,25.1,44.9,E,"Utiliser les estimations avec précaution; réfère à l'intervalle de confiance afin d'évaluer la qualité",Français,204
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Racisé,Identité raciale,15.8,9.2,25.6,E,"Utiliser les estimations avec précaution; réfère à l'intervalle de confiance afin d'évaluer la qualité",Français,205
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Racisé,Identité raciale,23.7,16.5,32.8,,,Français,206
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Racisé,Identité raciale,40.6,31.9,49.8,,,Français,207
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Racisé,Identité raciale,25.9,18.5,35,,,Français,208
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Not racialized,Race,35.4,29.9,41.3,,,English,209
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Not racialized,Race,34.9,29.6,40.6,,,English,210
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(2) Neither difficult nor easy,Not racialized,Race,26.4,21.7,31.6,,,English,211
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Not racialized,Race,20.1,15.9,25.2,,,English,212
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Not racialized,Race,59.5,53.5,65.3,,,English,213
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Not racialized,Race,26.8,22.3,31.8,,,English,214
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Not racialized,Race,43.9,38.9,49.1,,,English,215
2023,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Not racialized,Race,38.3,33.3,43.6,,,English,216
2022,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(1) Very easy or easy,Not racialized,Race,44.5,39.2,49.9,,,English,217
2021,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Not racialized,Race,16.6,12.2,22.1,,,English,218
2024,Ottawa-Gatineau- Ontario part- Ontario/Quebec,In the past 12 months- how difficult or easy was it for your household to meet its financial needs in terms of transportation- housing- food- clothing and other necessary expenditures?,(3) Very difficult or difficult,Not racialized,Race,29.7,24.8,35.1,,,English,219
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Non racisé,Identité raciale,20.1,15.9,25.2,,,Français,220
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Non racisé,Identité raciale,44.5,39.2,49.9,,,Français,221
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Non racisé,Identité raciale,34.9,29.6,40.6,,,Français,222
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Non racisé,Identité raciale,23.9,19.2,29.4,,,Français,223
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Non racisé,Identité raciale,16.6,12.2,22.1,,,Français,224
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Non racisé,Identité raciale,29.7,24.8,35.1,,,Français,225
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Non racisé,Identité raciale,26.8,22.3,31.8,,,Français,226
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Non racisé,Identité raciale,38.3,33.3,43.6,,,Français,227
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Non racisé,Identité raciale,43.9,38.9,49.1,,,Français,228
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Non racisé,Identité raciale,59.5,53.5,65.3,,,Français,229
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Non racisé,Identité raciale,26.4,21.7,31.6,,,Français,230
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,47.7,39.9,55.6,,,Français,231
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,30.4,23.8,38,,,Français,232
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,33.5,27.3,40.3,,,Français,233
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,32.1,24.9,40.3,,,Français,234
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,32.4,26.4,39.1,,,Français,235
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,36.7,29.9,44.2,,,Français,236
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,26.8,21.5,32.9,,,Français,237
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,20.2,14.1,28,,,Français,238
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,32.9,27.2,39.2,,,Français,239
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,37.2,30.4,44.5,,,Français,240
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Personnes ayant une incapacité- une difficulté ou un problème de santé de longue durée,Status d'incapacité,30.4,23.6,38,,,Français,241
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,34.2,28.4,40.5,,,Français,242
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,23.1,17.6,29.6,,,Français,243
2021,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,30.7,23.9,38.5,,,Français,244
2024,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,41.7,35.3,48.5,,,Français,245
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,44.7,38.1,51.4,,,Français,246
2022,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(2) Ni difficile ni facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,35.9,29.6,42.7,,,Français,247
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(1) Très facile ou facile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,39.5,33.7,45.5,,,Français,248
2023,Ottawa-Gatineau- partie ontarienne- Ontario/Québec,Au cours des 12 derniers mois- dans quelle mesure a-t-il été facile ou difficile de subvenir aux besoins financiers de votre ménage en matière de transport- de logement- d’alimentation- d’habillement et d’autres dépenses nécessaires?,(3) Très difficile ou difficile,Personnes n’ayant pas d’incapacité- de difficulté ou de problème de santé de longue durée,Status d'incapacité,26.3,21.4,31.9,,,Français,249
